Chidamber-Kemerer metrics,sexta, 3 dez 2021 16:27:51 GMT
Class,CBO,DIT,LCOM,NOC,RFC,WMC
org.jabref.model.openoffice.backend.NamedRangeManager,n/a,n/a,n/a,n/a,3,n/a
org.jabref.model.openoffice.ootext.OOFormat,4,1,4,0,11,8
org.jabref.model.openoffice.ootext.OOText,28,1,1,0,9,10
org.jabref.model.openoffice.ootext.OOTextIntoOO,10,1,1,0,76,70
org.jabref.model.openoffice.ootext.OOTextIntoOO.MyPropertyStack,3,1,1,0,43,18
org.jabref.model.openoffice.rangesort.FunctionalTextViewCursor,6,1,2,0,19,12
org.jabref.model.openoffice.rangesort.RangeHolder,n/a,n/a,n/a,n/a,1,n/a
org.jabref.model.openoffice.rangesort.RangeOverlap,4,1,0,0,1,1
org.jabref.model.openoffice.rangesort.RangeOverlapBetween,7,1,1,0,17,11
org.jabref.model.openoffice.rangesort.RangeOverlapKind,4,n/a,2,n/a,2,0
org.jabref.model.openoffice.rangesort.RangeOverlapWithin,8,1,1,0,19,12
org.jabref.model.openoffice.rangesort.RangeSort,5,1,1,0,13,7
org.jabref.model.openoffice.rangesort.RangeSort.HolderComparatorWithinPartition,4,1,1,0,6,2
org.jabref.model.openoffice.rangesort.RangeSort.RangePartitions,4,1,1,0,11,3
org.jabref.model.openoffice.rangesort.RangeSortEntry,2,1,3,0,6,6
org.jabref.model.openoffice.rangesort.RangeSortVisual,5,1,2,0,23,11
org.jabref.model.openoffice.rangesort.RangeSortVisual.ComparableMark,1,1,1,0,2,2
org.jabref.model.openoffice.rangesort.RangeSortable,n/a,n/a,n/a,n/a,3,n/a
org.jabref.model.openoffice.style.Citation,20,1,3,0,36,23
org.jabref.model.openoffice.style.CitationGroup,20,1,4,0,21,13
org.jabref.model.openoffice.style.CitationGroupId,7,1,1,0,2,2
org.jabref.model.openoffice.style.CitationGroups,21,1,1,0,65,40
org.jabref.model.openoffice.style.CitationLookupResult,10,1,0,0,6,5
org.jabref.model.openoffice.style.CitationMarkerEntry,n/a,n/a,n/a,n/a,3,n/a
org.jabref.model.openoffice.style.CitationMarkerNormEntry,n/a,n/a,n/a,n/a,2,n/a
org.jabref.model.openoffice.style.CitationMarkerNumericBibEntry,n/a,n/a,n/a,n/a,2,n/a
org.jabref.model.openoffice.style.CitationMarkerNumericEntry,n/a,n/a,n/a,n/a,3,n/a
org.jabref.model.openoffice.style.CitationPath,4,1,0,0,1,1
org.jabref.model.openoffice.style.CitationType,9,n/a,3,n/a,4,2
org.jabref.model.openoffice.style.CitedKey,14,1,2,0,28,19
org.jabref.model.openoffice.style.CitedKeys,9,1,1,0,25,16
org.jabref.model.openoffice.style.ComparableCitation,n/a,n/a,n/a,n/a,1,n/a
org.jabref.model.openoffice.style.ComparableCitedKey,n/a,n/a,n/a,n/a,2,n/a
org.jabref.model.openoffice.style.CompareCitation,5,1,1,0,6,3
org.jabref.model.openoffice.style.CompareCitedKey,4,1,1,0,8,6
org.jabref.model.openoffice.style.NonUniqueCitationMarker,6,n/a,2,n/a,2,0
org.jabref.model.openoffice.style.OODataModel,6,n/a,3,n/a,10,3
org.jabref.model.openoffice.style.PageInfo,9,1,1,0,13,8
org.jabref.model.openoffice.uno.CreationException,20,3,0,0,2,1
org.jabref.model.openoffice.uno.NoDocumentException,19,3,0,0,3,2
org.jabref.model.openoffice.uno.UnoBookmark,6,1,2,0,16,7
org.jabref.model.openoffice.uno.UnoCast,19,1,1,0,4,2
org.jabref.model.openoffice.uno.UnoCrossRef,3,1,2,0,15,3
org.jabref.model.openoffice.uno.UnoCursor,5,1,3,0,13,6
org.jabref.model.openoffice.uno.UnoNameAccess,4,1,1,0,5,2
org.jabref.model.openoffice.uno.UnoNamed,5,1,1,0,12,2
org.jabref.model.openoffice.uno.UnoProperties,3,1,4,0,27,11
org.jabref.model.openoffice.uno.UnoRedlines,1,1,2,0,12,6
org.jabref.model.openoffice.uno.UnoReferenceMark,8,1,2,0,21,10
org.jabref.model.openoffice.uno.UnoScreenRefresh,5,1,3,0,7,4
org.jabref.model.openoffice.uno.UnoSelection,3,1,1,0,15,10
org.jabref.model.openoffice.uno.UnoStyle,1,1,1,0,15,7
org.jabref.model.openoffice.uno.UnoTextDocument,7,1,3,0,20,12
org.jabref.model.openoffice.uno.UnoTextRange,6,1,2,0,18,13
org.jabref.model.openoffice.uno.UnoTextSection,6,1,2,0,15,4
org.jabref.model.openoffice.uno.UnoUndo,1,1,1,0,11,6
org.jabref.model.openoffice.uno.UnoUserDefinedProperty,3,1,1,0,30,13
org.jabref.model.openoffice.util.OOListUtil,10,1,2,0,12,4
org.jabref.model.openoffice.util.OOPair,4,1,0,0,1,1
org.jabref.model.openoffice.util.OOResult,2,1,1,0,24,21
org.jabref.model.openoffice.util.OOTuple3,1,1,0,0,1,1
org.jabref.model.openoffice.util.OOVoidResult,2,1,1,0,14,10
org.jabref.model.paging.Page,9,1,3,0,9,6
org.jabref.model.paging.PageTest,1,1,1,0,23,5
org.jabref.model.pdf.FileAnnotation,11,1,9,0,42,24
org.jabref.model.pdf.FileAnnotationTest,2,1,5,0,15,5
org.jabref.model.pdf.FileAnnotationType,6,n/a,2,n/a,12,5
org.jabref.model.pdf.search.EnglishStemAnalyzer,3,2,1,0,7,1
org.jabref.model.pdf.search.PdfSearchResults,8,1,1,0,20,8
org.jabref.model.pdf.search.SearchFieldConstants,5,1,0,0,0,0
org.jabref.model.pdf.search.SearchResult,10,1,7,0,29,10
org.jabref.model.push.PushToApplicationConstants,6,1,0,0,1,1
org.jabref.model.search.GroupSearchQuery,6,1,1,0,14,11
org.jabref.model.search.SearchMatcher,n/a,n/a,n/a,n/a,1,n/a
org.jabref.model.search.matchers.AndMatcher,5,2,1,0,4,1
org.jabref.model.search.matchers.MatcherSet,8,1,1,2,15,6
org.jabref.model.search.matchers.MatcherSets,7,1,1,0,1,2
org.jabref.model.search.matchers.MatcherSets.MatcherType,4,n/a,2,n/a,2,0
org.jabref.model.search.matchers.MatcherSetsTest,7,1,4,0,13,4
org.jabref.model.search.matchers.NotMatcher,3,1,1,0,4,2
org.jabref.model.search.matchers.OrMatcher,6,2,1,0,3,1
org.jabref.model.search.rules.ContainBasedSearchRule,16,1,2,0,35,13
org.jabref.model.search.rules.ContainBasedSearchRuleTest,7,1,1,0,13,2
org.jabref.model.search.rules.GrammarBasedSearchRule,20,1,1,0,38,11
org.jabref.model.search.rules.GrammarBasedSearchRule.BibtexSearchVisitor,14,3,5,0,26,10
org.jabref.model.search.rules.GrammarBasedSearchRule.Comparator,10,1,1,0,27,16
org.jabref.model.search.rules.GrammarBasedSearchRule.ComparisonOperator,3,n/a,3,n/a,5,3
org.jabref.model.search.rules.GrammarBasedSearchRule.ThrowingErrorListener,1,2,1,0,2,1
org.jabref.model.search.rules.GrammarBasedSearchRuleTest,6,1,1,0,12,3
org.jabref.model.search.rules.MockSearchMatcher,3,1,1,0,2,2
org.jabref.model.search.rules.RegexBasedSearchRule,14,1,1,0,31,13
org.jabref.model.search.rules.SearchRule,n/a,n/a,n/a,n/a,3,n/a
org.jabref.model.search.rules.SearchRules,29,1,1,0,12,7
org.jabref.model.search.rules.SearchRules.SearchFlags,31,n/a,2,n/a,2,0
org.jabref.model.search.rules.SentenceAnalyzer,4,1,1,0,10,9
org.jabref.model.search.rules.SentenceAnalyzerTest,1,1,2,0,9,2
org.jabref.model.strings.LatexToUnicodeAdapter,7,1,1,0,13,3
org.jabref.model.strings.StringUtil,141,1,29,0,105,115
org.jabref.model.strings.StringUtilTest,2,1,48,0,91,48
org.jabref.model.strings.UnicodeToReadableCharMap,1,3,0,0,2,1
org.jabref.model.study.FetchResult,5,1,2,0,3,3
org.jabref.model.study.QueryResult,5,1,2,0,3,3
org.jabref.model.study.Study,10,1,2,0,23,42
org.jabref.model.study.StudyDatabase,5,1,2,0,12,15
org.jabref.model.study.StudyQuery,4,1,1,0,10,11
org.jabref.model.texparser.Citation,8,1,3,0,21,17
org.jabref.model.texparser.CitationTest,1,1,3,0,29,14
org.jabref.model.texparser.LatexBibEntriesResolverResult,9,1,2,0,17,11
org.jabref.model.texparser.LatexParserResult,10,1,4,0,30,17
org.jabref.model.util.DummyFileUpdateMonitor,54,1,4,0,4,4
org.jabref.model.util.FileHelper,20,1,3,0,41,16
org.jabref.model.util.FileHelperTest,1,1,3,0,10,3
org.jabref.model.util.FileUpdateListener,n/a,n/a,n/a,n/a,1,n/a
org.jabref.model.util.FileUpdateMonitor,n/a,n/a,n/a,n/a,4,n/a
org.jabref.model.util.ListUtil,2,1,2,0,3,6
org.jabref.model.util.MultiKeyMap,1,1,1,0,13,6
org.jabref.model.util.OptionalUtil,20,1,7,0,29,18
org.jabref.model.util.ResultingStringState,4,1,0,0,1,1
org.jabref.model.util.TreeCollector,2,1,5,0,20,13
org.jabref.performance.BibtexEntryGenerator,0,1,1,0,5,3
org.jabref.preferences.AppearancePreferences,6,1,3,0,19,10
org.jabref.preferences.ExportComparator,0,1,1,0,3,1
org.jabref.preferences.ExternalApplicationsPreferences,9,1,8,0,9,9
org.jabref.preferences.FilePreferences,52,1,6,0,31,18
org.jabref.preferences.GeneralPreferences,48,1,6,0,25,19
org.jabref.preferences.GuiPreferences,4,1,9,0,38,27
org.jabref.preferences.ImportExportPreferences,9,1,8,0,32,25
org.jabref.preferences.JabRefPreferences,123,1,3,0,543,272
org.jabref.preferences.MrDlibPreferences,5,1,4,0,16,13
org.jabref.preferences.PreferencesFilter,4,1,1,0,17,3
org.jabref.preferences.PreferencesFilter.PreferenceOption,3,1,4,0,17,13
org.jabref.preferences.PreferencesFilter.PreferenceType,2,n/a,2,n/a,2,0
org.jabref.preferences.PreferencesService,n/a,n/a,n/a,n/a,112,n/a
org.jabref.preferences.PreviewPreferences,15,1,5,0,16,12
org.jabref.preferences.PreviewPreferences.Builder,4,1,1,0,16,9
org.jabref.preferences.PushToApplicationPreferences,12,1,3,0,7,7
org.jabref.preferences.SearchPreferences,8,1,3,0,28,22
org.jabref.preferences.SidePanePreferences,9,1,3,0,14,7
org.jabref.preferences.TelemetryPreferences,5,1,2,0,10,7
org.jabref.preferences.VersionPreferences,6,1,1,0,2,2
org.jabref.styletester.StyleTesterMain,6,2,2,0,14,3
org.jabref.styletester.StyleTesterView,1,1,2,0,8,3
org.jabref.support.CIServerCondition,2,1,1,0,13,4
org.jabref.support.DisabledOnCIServer,n/a,n/a,n/a,n/a,1,n/a
org.jabref.testutils.TestUtils,2,1,2,0,4,3
org.jabref.testutils.category.DatabaseTest,n/a,n/a,n/a,n/a,0,n/a
org.jabref.testutils.category.FetcherTest,n/a,n/a,n/a,n/a,0,n/a
org.jabref.testutils.category.GUITest,n/a,n/a,n/a,n/a,0,n/a
